대학명,캠퍼스,계열,추천전형,전형명,전형명_key,전형구분,모집단위,모집인원,2024_모집인원,D-2(2024),D-1(2024),D-0오전(2024),D-0오후(2024),최종(2024),3개년평균,경쟁률_0910_1100,경쟁률_0910_1500,지원인원_0910_1100,지원인원_0910_1500
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,바이오헬스융합학과,5,7,3.57,7.14,11.71,13.14,16.14,17.57,0,0.6,0,3
서울여자대학교,,,,,교과우수자,교과,사학과,,,,,,,,,,1.25,,5
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,사학과,5,4,7.75,14.5,23,25.25,29,22.42,0,0.4,0,2
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,사학과,4,5,2,4,7.4,8.2,11.2,12,0,1,0,4
서울여자대학교,,,,,교과우수자,교과,사회복지학과,,,,,,,,,,0.14,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,사회복지학과,8,6,7.67,14.67,20.83,22.67,26.83,33.78,0,1.13,0,9
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,사회복지학과,6,8,3.38,5.38,7.5,8.75,11.38,13.71,0,0.33,0,2
서울여자대학교,,,0,바롬인재면접,바롬인재면접,종합,산업디자인학과,6,,,,,,,,0,0.67,0,4
서울여자대학교,,,0,바롬인재서류,바롬인재서류,종합,산업디자인학과,6,,,,,,,,0,0.83,0,5
서울여자대학교,,,,,교과우수자,교과,생명환경공학과,,,,,,,,,,0.2,,1
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,생명환경공학과,8,6,8.5,19.5,32,35.5,41.33,41.33,0,0.63,0,5
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,생명환경공학과,4,6,4,9.33,17.33,19.33,23.67,23.67,0,1,0,4
서울여자대학교,,자연,0,SW융합인재,SW융합인재,종합,소프트웨어융합학과,6,6,1.5,4.17,6.5,7.83,11.17,10.54,0,0,0,0
서울여자대학교,,,,,교과우수자,교과,소프트웨어융합학과,,,,,,,,,,0,,0
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,소프트웨어융합학과,9,9,1.44,2.89,5.56,7.44,9.22,8.44,0,0.22,0,2
서울여자대학교,,,,,교과우수자,교과,수학과,,,,,,,,,,0,,0
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,수학과,8,4,3.5,6.5,9.75,10.75,12.25,9.17,0,0.63,0,5
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,수학과,4,8,2,3.12,5.5,6.5,7.38,6.92,0,0,0,0
서울여자대학교,,,0,바롬인재면접,바롬인재면접,종합,스포츠운동과학과,4,,,,,,,,0,0.75,0,3
서울여자대학교,,,0,바롬인재면접,바롬인재면접,종합,시각디자인전공,8,,,,,,,,0,0.88,0,7
서울여자대학교,,,,,교과우수자,교과,식품공학과,,,,,,,,,,0.14,,1
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,식품공학과,8,7,4.86,9.57,15.29,16.86,21.71,21.71,0,0,0,0
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,식품공학과,6,8,1.62,4.25,7.25,8.25,10.5,10.5,0,0.17,0,1
서울여자대학교,,,,,교과우수자,교과,식품영양학과,,,,,,,,,,0.43,,3
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,식품영양학과,8,6,3.83,11.17,17.5,19.33,22.67,22.67,0,0.63,0,5
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,식품영양학과,6,8,2.5,3.88,5.62,6.5,9.38,9.38,0,0.33,0,2
서울여자대학교,,,,,교과우수자,교과,심리인지과학학부,,,,,,,,,,0.11,,1
서울여자대학교,,,0,바롬인재면접,바롬인재면접,종합,심리인지과학학부,6,,,,,,,,0,1,0,6
서울여자대학교,,,0,바롬인재서류,바롬인재서류,종합,심리인지과학학부,4,,,,,,,,0,0.25,0,1
서울여자대학교,,,,,교과우수자,교과,아동학과,,,,,,,,,,0.13,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,아동학과,8,8,6.5,13.25,20.75,23.88,28.5,25.41,0,0.88,0,7
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,아동학과,12,12,2.83,4.67,7.42,8.58,10.83,13.6,0,0.33,0,4
서울여자대학교,,,,,교과우수자,교과,언론영상학부,,,,,,,,,,0.4,,4
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,언론영상학부,14,11,10.09,18.55,26.36,29,32.73,34.34,0,0.64,0,9
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,언론영상학부,9,12,1.58,3.67,6.42,7.42,9.58,18.04,0,0.22,0,2
서울여자대학교,,,,,교과우수자,교과,영어영문학과,,,,,,,,,,0.14,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,영어영문학과,8,7,7,11.29,18.29,21.71,25.14,24.6,0,0.5,0,4
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,영어영문학과,7,8,3.88,7,11,13.12,16.75,15.84,0,1.43,0,10
서울여자대학교,,,,,교과우수자,교과,원예생명조경학과,,,,,,,,,,0.14,,1
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,원예생명조경학과,8,6,8.17,16.83,25,27.67,33.33,25.06,0,1.13,0,9
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,원예생명조경학과,7,9,2.33,3.78,6.33,7.11,8.89,10.37,0,0.57,0,4
서울여자대학교,,,,,교과우수자,교과,일어일문학과,,,,,,,,,,0.6,,3
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,일어일문학과,8,7,9,14.14,21.57,23.29,25.71,22.1,0,0.88,0,7
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,일어일문학과,7,8,6.12,8.75,14.25,15.38,18.62,16.27,0,1.14,0,8
서울여자대학교,,,,,교과우수자,교과,중어중문학과,,,,,,,,,,0.25,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,중어중문학과,6,4,7,13.75,18.25,21,24.25,25.42,0,1,0,6
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,중어중문학과,4,6,3.67,6.33,8.83,10.5,12.83,14.32,0,0.5,0,2
서울여자대학교,,자연,0,SW융합인재,SW융합인재,종합,지능정보보호학부,8,8,2.5,5.75,8.38,10.12,12.25,8.79,0,0,0,0
서울여자대학교,,,,,교과우수자,교과,지능정보보호학부,,,,,,,,,,0,,0
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,지능정보보호학부,12,10,3.9,6,9.6,10.1,11.5,9.23,0,0.5,0,6
서울여자대학교,,,,,교과우수자,교과,첨단미디어디자인전공,,,,,,,,,,0.4,,2
서울여자대학교,,,0,바롬인재면접,바롬인재면접,종합,첨단미디어디자인전공,5,,,,,,,,0,0.6,0,3
서울여자대학교,,,0,바롬인재서류,바롬인재서류,종합,첨단미디어디자인전공,5,,,,,,,,0,0.8,0,4
서울여자대학교,,,,,교과우수자,교과,패션산업학과,,,,,,,,,,0.25,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,패션산업학과,7,4,10.75,17.75,23.25,25.5,29,33.53,0,0.57,0,4
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,패션산업학과,4,7,7,10.86,16.14,17.57,19.57,20.7,0,0.5,0,2
서울여자대학교,,,,,교과우수자,교과,프랑스문화콘텐츠전공,,,,,,,,,,0,,0
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,프랑스문화콘텐츠전공,5,4,5.75,9,11.75,13.75,17.75,14.25,0,1,0,5
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,프랑스문화콘텐츠전공,4,5,5,7,10.2,12.6,15.6,13.33,0,0,0,0
서울여자대학교,,,,,교과우수자,교과,행정학과,,,,,,,,,,0.25,,2
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,행정학과,7,5,2.8,5,9,10.2,14.8,15.1,0,0.29,0,2
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,행정학과,4,6,1.33,2.67,5,6.17,8.83,9.21,0,0.5,0,2
서울여자대학교,,,,,교과우수자,교과,화학과,,,,,,,,,,0,,0
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,화학과,8,5,5.2,8.8,14.4,16.6,20.6,20.6,0,0.63,0,5
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,화학과,4,7,2.43,4.43,7,8.14,10.71,10.71,0,1,0,4
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,건설환경공학부,35,25,5,7.24,9.24,0,13.64,11.12,0,0,0,0
성균관대학교,,,0,학생부종합(탐구형),탐구형(학과),종합,건축학과5년제,24,,,,,,,,0,0,0,0
성균관대학교,,,1,학생부교과(학교장추천),학교장추천,교과,건축학과5년제,18,,,,,,,,0,0,0,0
성균관대학교,,,0,학생부종합(융합형),융합형(계열),종합,경영학과,53,,,,,,,,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,경영학과,10,10,4.5,5.1,5.6,0,7,12.17,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,공학계열,20,20,7,8.65,9.95,0,11.45,11.45,0,0,0,0
성균관대학교,,자연,0,학생부종합(융합형),융합형(계열),종합,공학계열,100,150,9.84,13.68,17.41,0,22.19,16.86,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,공학계열,38,40,5.7,7.65,10,0,13.25,14.75,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,교육학과,15,15,10.2,14.87,18.4,0,23.2,17.2,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,교육학과,5,5,5.4,7,9,0,10.2,9.4,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,국어국문학과,12,12,3,4.25,5.67,0,7.33,6.68,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,글로벌경영학과,33,47,7.64,9.47,11.34,0,14.6,11.14,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,글로벌경영학과,10,12,5.92,7.92,10.42,0,13.33,11.97,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,글로벌경제학과,35,40,4.7,6.12,7.58,0,10.82,8.69,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,글로벌경제학과,10,10,3.9,4.8,5.8,0,8.5,9.25,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,글로벌리더학부,20,25,11,13.64,16.04,0,20.32,16.36,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,글로벌리더학부,10,10,5,6.1,7.1,0,9.3,9.75,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,글로벌바이오메디컬공학과,20,20,5.15,6.75,8.45,0,11.75,11.75,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,글로벌바이오메디컬공학과,11,10,24.1,32.8,41.2,0,52.3,28.34,0,0,0,0
성균관대학교,,자연,0,학생부종합(융합형),융합형(계열),종합,글로벌융합학부,14,20,11.75,17.5,21.4,0,27.95,20.07,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,글로벌융합학부,10,10,5.7,7.5,9.8,0,13.9,12,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,독어독문학과,12,12,4.33,6.5,8.42,0,10.75,10.99,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,러시아어문학과,12,12,5,6.58,7.75,0,11.92,9.53,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,물리학과,5,5,5.6,7.8,9.2,0,11.4,11.4,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,물리학과,7,7,4.57,7.14,9.43,0,13.14,10.09,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,반도체시스템공학과,30,30,4.37,5.27,6.3,0,8.03,8.03,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,반도체시스템공학과,10,10,16.5,21.4,26.1,0,32.1,20.88,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,반도체융합공학과,10,15,1.67,3.13,4.13,0,12.27,12.27,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,반도체융합공학과,15,10,4.2,6.8,11.6,0,20.8,20.8,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,반도체융합공학과,6,6,2.17,3.5,6.67,0,12.5,12.5,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,사학과,12,12,2.58,3.17,3.75,0,5.08,6.18,0,0,0,0
성균관대학교,,인문,0,학생부종합(융합형),융합형(계열),종합,사회과학계열,40,50,14.12,19.24,22.76,0,28.36,22.94,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,사회과학계열,17,17,6.47,7.53,9.18,0,10.94,16.2,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,사회복지학과,20,20,2.15,3.05,3.85,0,6.65,6.66,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,사회학과,20,20,2.25,2.55,3.4,0,6.25,8.36,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,생명과학과,5,5,7,9,10.4,0,13.6,13.6,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,생명과학과,7,7,4.29,7.57,11.57,0,15.57,12.32,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,소프트웨어학과,10,10,4.6,5.9,6.7,0,9.3,9.3,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,소프트웨어학과,28,25,9.24,13.68,18,0,22.04,17.91,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,소프트웨어학과,10,10,5.5,7.8,10.3,0,12.2,16.83,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,수학과,5,5,4,5.4,5.6,0,10.2,10.2,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,수학과,7,7,7.86,10.86,14.29,0,19.43,11.55,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,수학교육과,15,15,4.73,7.27,9,0,11.13,8.73,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,수학교육과,5,5,5,6,7.6,0,8,9.07,0,0,0,0
성균관대학교,,,0,학생부종합(탐구형),탐구형(학과),종합,스포츠과학과,17,,,,,,,,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,심리학과,12,12,1,1.33,2.08,0,5.08,5.91,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,아동청소년학과,20,20,1.45,2.3,3,0,5.1,6.46,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,약학과,30,30,13.27,17.93,22.33,0,28.27,25.39,0,0,0,0
성균관대학교,,,0,학생부종합(과학인재),과학인재,종합,양자정보공학과,5,,,,,,,,0,0,0,0
성균관대학교,,,0,학생부종합(탐구형),탐구형(학과),종합,양자정보공학과,13,,,,,,,,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,에너지학과,10,5,2.8,4.2,6.2,0,10.8,10.8,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,에너지학과,15,18,5.72,8.33,11.78,0,18.22,18.22,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,에너지학과,6,6,2,3.33,6.33,0,13.67,13.67,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,영상학과,12,12,8.75,13.58,16.83,0,21.17,18.39,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,영상학과,5,5,2.2,3.4,4.6,0,8,9,0,0,0,0
성균관대학교,,,0,학생부종합(탐구형),탐구형(학과),종합,유학동양학과,20,,,,,,,,0,0,0,0
성균관대학교,,,1,학생부교과(학교장추천),학교장추천,교과,유학동양학과,10,,,,,,,,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,의상학과,16,16,8.5,11.06,13.81,0,17.06,13.26,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,의상학과,5,5,6.2,8.8,9.6,0,12.4,9.4,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,의예과,50,25,16.56,19.4,21.4,0,24.56,23.17,0,0,0,0
성균관대학교,,인문,0,학생부종합(융합형),융합형(계열),종합,인문과학계열,34,41,14.12,18.27,21.76,0,26.63,21.78,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,인문과학계열,16,17,3.94,4.88,5.59,0,7.41,11.11,0,0,0,0
성균관대학교,,자연,0,학생부종합(융합형),융합형(계열),종합,자연과학계열,45,50,17.62,24.84,31.32,0,39.72,29.74,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,자연과학계열,16,20,7.4,10.2,13.35,0,17.3,15.09,0,0,0,0
성균관대학교,,,0,학생부종합(탐구형),탐구형(학과),종합,자유전공계열,114,,,,,,,,0,0,0,0
성균관대학교,,,1,학생부교과(학교장추천),학교장추천,교과,자유전공계열,20,,,,,,,,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,전자전기공학부,10,10,2.6,3.3,4.4,0,9.9,9.9,0,0,0,0
성균관대학교,,자연,0,학생부종합(융합형),융합형(계열),종합,전자전기공학부,40,45,5.33,8.02,10.33,0,14.31,12.01,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,전자전기공학부,10,10,13.9,17.4,21.1,0,24.7,16.58,0,0,0,0
성균관대학교,,자연,0,학생부종합(과학인재),과학인재,종합,지능형소프트웨어학과,15,15,6.4,7.73,8.53,0,10,10,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,지능형소프트웨어학과,10,10,12,16.8,21.5,0,27.4,27.4,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,철학과,12,12,2.67,3.5,4.25,0,6.42,6.13,0,0,0,0
성균관대학교,,자연,0,학생부종합(탐구형),탐구형(학과),종합,컴퓨터교육과,15,16,5.88,8.62,11.31,0,15.5,11.1,0,0,0,0
성균관대학교,,자연,1,학생부교과(학교장추천),학교장추천,교과,컴퓨터교육과,5,5,4.2,5.8,8.2,0,12,10.33,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,통계학과,12,12,1.5,1.92,2.25,0,4.75,7.97,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,프랑스어문학과,12,12,6.25,8.17,10.17,0,13,11.6,0,0,0,0
성균관대학교,,인문,0,학생부종합(탐구형),탐구형(학과),종합,한문교육과,15,15,7.13,9.53,11.93,0,16.6,11.91,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,한문교육과,5,5,2,3.4,5.6,0,8.6,9.47,0,0,0,0
성균관대학교,,인문,1,학생부교과(학교장추천),학교장추천,교과,한문학과,20,20,1.75,2.4,3.15,0,6.75,8.06,0,0,0,0
