대학명,캠퍼스,계열,추천전형,전형명,전형명_key,전형구분,모집단위,모집인원,2024_모집인원,D-2(2024),D-1(2024),D-0오전(2024),D-0오후(2024),최종(2024),3개년평균,경쟁률_0910_1100,경쟁률_0910_1500,지원인원_0910_1100,지원인원_0910_1500
서울대학교,,자연,0,일반전형,일반전형,종합,의류학과,12,12,0.33,3.17,6.67,7.75,9.08,7.67,2.33,2.75,28,33
서울대학교,,자연,1,지역균형,지역균형선발,종합,의류학과,8,9,0.11,0.44,1.22,1.22,2.44,2.15,0.5,0.63,4,5
서울대학교,,자연,0,일반전형,일반전형,종합,의예과,49,50,1.1,5.92,12.54,13.9,15.64,13.99,5.1,6.08,250,298
서울대학교,,자연,1,지역균형,지역균형선발,종합,의예과,39,39,0.54,3.38,7.26,7.74,8.03,6.45,3.21,3.56,125,139
서울대학교,,인문,0,일반전형,일반전형,종합,인류학과,12,13,0.54,3.92,9.62,10.54,13.31,10.28,2.83,3.75,34,32
서울대학교,,인문,1,지역균형,지역균형선발,종합,인문계열,28,27,0.15,1.56,4,4.33,4.81,3.73,1.04,1.18,29,33
서울대학교,,인문,0,일반전형,일반전형,종합,자유전공학부,48,48,0.75,2.29,6,7.06,8.85,8.5,2.44,3.08,117,148
서울대학교,,인문,1,지역균형,지역균형선발,종합,자유전공학부,20,20,0.1,0.65,2,2.35,4.15,5.15,0.75,1.05,15,21
서울대학교,,자연,0,일반전형,일반전형,종합,재료공학부,37,38,0.29,1.71,3.87,4.58,6.39,5.48,1.41,1.59,52,59
서울대학교,,자연,1,지역균형,지역균형선발,종합,재료공학부,15,15,0.27,1.07,2.07,2.27,3.67,2.96,0.53,0.67,8,10
서울대학교,,,0,일반전형,일반전형,종합,전기정보공학부,80,,,,,,,,1.74,2.1,139,168
서울대학교,,,1,지역균형,지역균형선발,종합,전기정보공학부,11,,,,,,,,1.45,1.64,16,18
서울대학교,,인문,0,일반전형,일반전형,종합,정치외교학부,25,25,0.64,4.36,9.24,10.16,12,10.78,3.04,3.32,76,83
서울대학교,,인문,1,지역균형,지역균형선발,종합,정치외교학부,17,17,0.12,1.18,2.76,3,3.35,3.47,1.12,1.29,19,22
서울대학교,,,0,일반전형,일반전형,종합,조경지역시스템공학부,14,,,,,,,,1.79,2,25,28
서울대학교,,,1,지역균형,지역균형선발,종합,조경지역시스템공학부,5,,,,,,,,0.2,0.2,1,1
서울대학교,,자연,0,일반전형,일반전형,종합,조선해양공학과,22,22,0.41,2.18,6.64,8.05,10,7.35,2.14,2.5,47,55
서울대학교,,자연,1,지역균형,지역균형선발,종합,조선해양공학과,6,6,0.17,1.17,2.33,2.33,3.5,2.17,1,1.5,6,9
서울대학교,,인문,0,일반전형,일반전형,종합,종교학과,9,9,0.78,3.78,7.44,8.78,11.67,8.85,2.67,2.89,24,46
서울대학교,,인문,0,일반전형,일반전형,종합,중어중문학과,9,9,0.44,3.44,6.67,8,8.78,7.81,1.67,2,15,18
서울대학교,,자연,0,일반전형,일반전형,종합,지구과학교육과,9,9,0.67,2.22,5.67,7.11,9.22,6.34,1.67,2.33,15,21
서울대학교,,자연,1,지역균형,지역균형선발,종합,지구과학교육과,3,3,0,0.67,3.33,4,4.33,3,0.67,0.67,2,2
서울대학교,,자연,0,일반전형,일반전형,종합,지구환경과학부,19,18,0.61,2.78,7.11,8.67,10.83,8.29,2.42,2.79,46,53
서울대학교,,자연,1,지역균형,지역균형선발,종합,지구환경과학부,5,5,0.2,0.4,2,2.4,3.4,3.27,1.8,1.8,9,9
서울대학교,,인문,0,일반전형,일반전형,종합,지리교육과,6,6,0.33,2.33,6.83,8.17,10.17,8.17,1.67,1.83,10,11
서울대학교,,인문,1,지역균형,지역균형선발,종합,지리교육과,5,5,0.2,1.6,3,3.6,3.8,3.04,0.2,0.2,1,1
서울대학교,,인문,0,일반전형,일반전형,종합,지리학과,9,9,0.44,4.44,9,9.44,10.89,8.48,3.67,4.33,33,33
서울대학교,,인문,1,지역균형,지역균형선발,종합,지리학과,6,6,0,0.33,1,1,2.17,2.58,0.67,0.83,4,5
서울대학교,,자연,0,일반전형,일반전형,종합,천문학전공,6,6,0.83,4.33,7.17,8.33,10,9.33,3.67,4.83,22,29
서울대학교,,인문,0,일반전형,일반전형,종합,철학과,9,9,1.11,7,15.33,16.89,20.78,16.59,4.11,5.56,37,50
서울대학교,,자연,0,일반전형,일반전형,종합,첨단융합학부,98,98,0.58,3,7.52,8.83,10.96,10.96,2.2,2.66,216,261
서울대학교,,자연,1,지역균형,지역균형선발,종합,첨단융합학부,30,30,0.03,1.07,3.97,4.83,6.87,6.87,1.2,1.5,36,45
서울대학교,,,0,일반전형,일반전형,종합,체육교육과,4,,,,,,,,9.75,12,39,48
서울대학교,,,1,지역균형,지역균형선발,종합,체육교육과,2,,,,,,,,2.5,2.5,5,5
서울대학교,,자연,0,일반전형,일반전형,종합,치의학과,25,25,0.64,4.92,10.36,11.88,13.4,11.49,3.4,4.12,85,103
서울대학교,,자연,0,일반전형,일반전형,종합,컴퓨터공학부,28,28,0.79,2.64,5.46,6.25,7.39,7.76,2.57,3,72,84
서울대학교,,자연,1,지역균형,지역균형선발,종합,컴퓨터공학부,6,6,0.67,2.5,5.5,5.83,6.83,5.72,1.17,1.33,7,8
서울대학교,,자연,0,일반전형,일반전형,종합,통계학과,13,12,0.5,2.25,5.33,5.92,8.08,6.81,2.31,2.69,30,35
서울대학교,,자연,1,지역균형,지역균형선발,종합,통계학과,6,7,0.43,1.71,2.57,3,3.71,2.52,0.93,1,5,6
서울대학교,,,0,일반전형,일반전형,종합,피아노과,23,,,,,,,,2.48,3.22,57,74
서울대학교,,자연,0,일반전형,일반전형,종합,항공우주공학과,18,18,0.61,3.06,6.06,7.39,8.94,6.67,3.5,4.28,63,77
서울대학교,,자연,1,지역균형,지역균형선발,종합,항공우주공학과,4,4,0.75,2.5,4.25,4.25,4.5,2.77,1,1.25,4,5
서울대학교,,자연,0,일반전형,일반전형,종합,화학교육과,7,7,0.57,3,8.43,10.14,11.71,8.48,4.86,5.43,34,38
서울대학교,,자연,1,지역균형,지역균형선발,종합,화학교육과,6,6,0,0.5,1,1.17,5,3.06,0.67,0.67,4,4
서울대학교,,자연,0,일반전형,일반전형,종합,화학부,20,20,0.55,2.95,6.25,7.25,9.5,7.16,2.9,3.4,58,68
서울대학교,,자연,1,지역균형,지역균형선발,종합,화학부,7,7,0.29,1,4.29,4.57,5.14,3.42,1.29,1.71,9,12
서울대학교,,자연,0,일반전형,일반전형,종합,화학생물공학부,41,41,0.32,1.59,4.46,5.24,7.1,5.68,1.49,1.73,61,71
서울대학교,,자연,1,지역균형,지역균형선발,종합,화학생물공학부,12,12,0.42,1.5,2.83,2.92,4.17,3.38,1,1.17,12,14
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,건축학부건축공학전공,5,5,0.4,2.4,4.2,4.6,9.2,12.67,0.4,0.4,2,2
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,건축학부건축공학전공,7,8,2.25,7.88,13.5,14.38,17.88,12.29,0.71,1.43,5,10
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,건축학부건축공학전공,2,,,,,,,,1,1,2,2
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,건축학부건축학전공,4,4,1.5,6,9.75,10.5,13.25,22.5,1.75,2,7,8
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,건축학부건축학전공,11,16,2.5,8.81,12.75,13.5,16.62,15.64,2.45,2.82,27,31
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,건축학부건축학전공,5,,,,,,,,2.8,3.2,14,16
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,경영학부,23,34,1.41,4.56,6.65,6.76,8.59,15.18,0.96,1.35,22,31
서울시립대학교,,인문,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,경영학부,78,71,3.99,8.96,13.37,14.1,17.34,16.56,1.82,2.13,142,166
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,경제학부,9,12,2.08,5.5,7.83,8.08,11.08,17.42,0.56,0.67,5,6
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,경제학부,27,25,4.36,11.76,17.56,18.32,22.88,15.92,2.11,2.37,57,64
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,경제학부,5,,,,,,,,1.6,1.6,8,8
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,공간정보공학과,3,4,2.5,7,11.25,12,15.5,16.92,0.67,0.67,2,2
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,공간정보공학과,6,6,2.83,9.5,16.17,17.5,23.67,15.82,0.67,0.83,4,5
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,공간정보공학과,2,,,,,,,,1,1,2,2
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,교통공학과,3,3,0,1.33,2.33,2.67,8.33,11.33,1,1.33,3,4
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,교통공학과,5,3,2,7,8.33,8.67,12.67,9.47,0.8,0.8,4,4
서울시립대학교,,자연,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,교통공학과,2,,,,,,,18,1,1,2,2
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,국사학과,3,4,1.5,5.75,6.75,7.25,11,17.33,0,0,0,0
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,국사학과,10,8,5,11.5,16.25,17.25,20.5,17.17,2.9,3.5,29,35
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,국사학도시역사경관학전공,2,2,3,5.5,10,10,14,10.83,0,0,0,0
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,국어국문학과,3,3,0.33,1.67,4.33,4.33,7,16,0.33,0.33,1,1
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,국어국문학과,11,9,2.56,7.11,10.89,11.78,16.11,14.36,2.45,2.73,27,30
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,국제관계학과,5,5,1.2,4.6,7.6,7.6,9.4,18.13,0.6,0.8,3,4
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,국제관계학과,14,14,4.5,11.57,17,18.43,24.36,27.04,1.71,2.07,24,29
서울시립대학교,,인문,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,국제관계학과,6,6,5,10.33,13.67,14.5,22.33,23,4.17,4.5,25,27
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,국제관계학빅데이터분석학전공,4,4,3.5,10.25,13.25,14.75,19.5,13.67,0.5,0.5,2,2
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,기계정보공학과,5,6,1.5,5,7.17,7.17,10.17,13.86,0,0,0,0
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,기계정보공학과,8,10,6.1,17.6,29.2,30.9,39.9,32.26,2.88,3.25,23,26
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,기계정보공학과,3,,,,,,,,1,1,3,3
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,도시공학과,3,3,1.67,4.33,6,6.33,10.67,12.78,1,1,3,3
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,도시공학과,8,10,1.4,5,7.7,8.8,13.9,10.63,1.38,1.88,11,15
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,도시공학과,4,,,,,,,,2.5,2.5,10,10
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,도시공학국제도시개발학전공,2,2,1.5,2,7,8,12.5,9.5,0.5,0.5,1,1
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,도시공학도시부동산기획경영학전공,2,2,0.5,3.5,5.5,6,12.5,9.67,0.5,0.5,1,1
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,도시사회학과,4,4,0,1.5,3.25,3.5,7.25,14,0.75,1,3,4
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,도시사회학과,10,10,4.4,11.9,16.1,16.6,22.5,17.19,2.3,2.6,23,26
서울시립대학교,,인문,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,도시사회학과,3,3,6.33,15.67,21,22.33,30.33,25.5,1,1,3,3
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,도시사회학국제도시개발학전공,3,3,3.67,6.67,9.33,10.67,15,12.78,1,1,3,3
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,도시행정학과,5,7,1.29,2.71,3.86,4.14,5,12.33,1.6,2,8,10
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,도시행정학과,11,11,5.91,14,19.91,20.82,25.55,14.73,2.55,2.82,28,31
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,물리학과,3,4,2.25,6,10.25,10.75,12.5,11.17,2,2,6,6
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,물리학과,5,5,3.4,10.4,16.2,17,24,17.62,2.2,2.8,11,14
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,물리학과,2,,,,,,,,2,2.5,4,5
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,물리학나노반도체물리학,2,2,2.5,3,10.5,10.5,15,12,1.5,1.5,3,3
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,사회복지학과,5,7,0.29,1.43,2.43,2.71,8.29,15.98,0.2,0.4,1,2
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,사회복지학과,11,11,8.09,19.73,30,32.45,40.55,30.18,3.73,4.18,41,46
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,사회복지학과,3,,,,,,,,2,2,6,6
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,생명과학과,4,5,1,4,5.8,6.8,9.4,14.38,1,1.25,4,5
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,생명과학과,8,9,8.11,23.22,38.56,42.11,56,46.42,6.63,7.5,53,60
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,생명과학과,2,,,,,,,,2.5,4,5,8
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,세무학과,10,11,0.18,1.18,2.18,2.18,4.91,9.8,0.9,1.2,9,12
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,세무학과,7,19,2.37,5.68,8.74,9.26,11.58,7.98,2.43,2.71,17,19
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,세무학과,10,,,,,,,,1.9,2.1,19,21
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,수학과,5,7,1.43,4,8.86,9.57,12.43,12.01,0.8,1.2,4,6
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,수학과,5,5,2.4,7.6,15.8,17.2,23.4,17.8,1.4,2,7,10
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,수학과,2,,,,,,,,1.5,2,3,4
서울시립대학교,,,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,스포츠과학과,8,,,,,,,,5.63,6.25,45,50
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,신소재공학과,5,5,1,1.8,3.6,4.8,7.2,13.53,1.2,1.2,6,6
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,신소재공학과,8,,,,,,,,1.75,1.75,14,14
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,영어영문학과,4,5,0.8,3.8,5.2,5.6,10.4,27.3,1,1,4,4
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,영어영문학과,18,13,4.69,10.15,15.23,16.46,21.54,18.95,1.83,2.22,33,40
서울시립대학교,,,1,지역균형선발전형(학교장추천제),지역균형선발,교과,융합바이오헬스전공,1,,,,,,,,1,1,1,1
서울시립대학교,,,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,융합바이오헬스전공,2,,,,,,,,2,2,4,4
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,융합응용화학과,2,3,2.33,6,8.67,9,14.33,18.28,0.5,0.5,1,1
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,융합응용화학과,6,7,12,30,47.57,49.71,60.57,36.69,4.33,5.17,26,31
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,융합응용화학과,2,,,,,,,,3.5,3.5,7,7
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,인공지능학과,2,2,2,10.5,14,16,22.5,23.67,1.5,1.5,3,3
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,인공지능학과,6,4,4.75,12.75,20.5,21.75,29,23.33,1.33,1.67,8,10
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,인공지능학과,2,,,,,,,,1.5,2.5,3,5
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,자유전공학부인문,4,3,1.67,8,11.33,13,17,17.33,0,0.25,0,1
서울시립대학교,,,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,자유전공학부인문,5,,,,,,,,2.6,3,13,15
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,자유전공학부인문,9,,,,,,,,1.44,2.33,13,21
서울시립대학교,,,1,지역균형선발전형(학교장추천제),지역균형선발,교과,자유전공학부자연,4,,,,,,,,1.75,1.75,7,7
서울시립대학교,,,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,자유전공학부자연,5,,,,,,,,2.2,3,11,15
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,자유전공학부자연,9,,,,,,,,3,3.33,27,30
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,전자전기컴퓨터공학부,18,17,1.06,4,6.41,6.88,8.94,16.83,1.06,1.11,19,20
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,전자전기컴퓨터공학부,24,15,5.67,17.2,26.2,27.73,35.8,29.96,1.42,1.79,34,43
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,전자전기컴퓨터공학부,5,,,,,,,,1.6,2.2,8,11
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,조경학과,3,4,3.25,6,9.25,9.75,14,13,0.67,0.67,2,2
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,조경학과,15,9,3.22,6.78,12.22,13.78,18.78,11.89,1.27,1.53,19,23
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,조경환경생태도시학,2,2,2,7.5,11.5,12.5,25.5,20.33,0.5,0.5,1,1
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,중국어문화학과,3,3,2.33,5.33,8,8.67,16.33,18.33,1,1.33,3,4
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,중국어문화학과,10,10,2.4,6.3,10.2,10.7,13.8,12.93,1.7,2,17,20
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,철학과,3,3,1.67,4.33,6,7,11.33,14.56,1,1,3,3
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,철학과,9,9,6.11,13,19.33,21.22,25.78,18.1,2.67,3,24,27
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,철학동아시아문화학전공,2,2,1,4,8.5,9.5,11.5,10.17,2.5,2.5,5,5
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,컴퓨터과학부,6,9,0.78,2,3.67,3.78,7.78,14.35,0.33,0.33,2,2
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,컴퓨터과학부,12,11,5.36,14.55,25.45,27,34.18,32,1.58,1.75,19,21
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,컴퓨터과학부,3,,,,,,,,2,2,6,6
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,토목공학과,5,5,0.6,1.2,2.2,2.6,8.4,12.87,1.8,1.8,9,9
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,토목공학과,7,7,1.43,4.29,8.43,9.14,13.29,11.57,1.43,1.43,10,10
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,토목공학과,2,,,,,,,,0.5,0.5,1,1
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,통계학과,3,5,1.8,6.8,11.2,11.4,14.8,17.43,1,1,3,3
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,통계학과,9,9,2.56,8.89,13.89,14.78,20.33,13.85,1.22,1.44,11,13
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,통계학과,3,,,,,,,,1,1.33,3,4
서울시립대학교,,인문,1,지역균형선발전형(학교장추천제),지역균형선발,교과,행정학과,8,13,0.46,1.31,2,2.15,6,13,1.75,1.88,14,15
서울시립대학교,,인문,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,행정학과,24,22,2.82,7.23,11.36,12.41,17.18,13.64,1.13,1.21,27,29
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,행정학과,6,,,,,,,,1.5,1.67,9,10
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,화학공학과,5,9,0.67,3.22,6.11,6.56,9.44,18.54,1.6,1.6,8,8
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,화학공학과,14,14,3.07,11.5,18.21,19.5,29.21,28.12,1.79,2.14,25,30
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,화학공학과,5,,,,,,,,1.8,2,9,10
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,환경공학부,8,10,1.1,4.9,7.9,8.5,11,16.85,0.75,0.88,6,7
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,환경공학부,14,16,2.75,9.25,15.06,16.56,21.69,18.61,1.36,1.64,19,23
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,환경공학부,5,,,,,,,,1,1.4,5,7
서울시립대학교,,자연,1,지역균형선발전형(학교장추천제),지역균형선발,교과,환경원예학과,3,4,2,5,6.25,6.5,8.75,11.25,1.33,1.67,4,5
서울시립대학교,,자연,0,학생부종합전형Ⅰ(면접형),학생부종합(면접형),종합,환경원예학과,9,9,8.22,16.44,25.11,27.11,33.33,26.79,3.22,3.56,29,32
서울시립대학교,,,0,학생부종합전형Ⅱ(서류형),학생부종합(서류형),종합,환경원예학과,3,,,,,,,,2.67,3,8,9
서울여자대학교,,,,,교과우수자,교과,경영학과,,,,,,,,,,0.5,,6
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,경영학과,14,12,5.92,11.33,18,19.33,23.25,22.54,0,0.43,0,6
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,경영학과,13,15,1.73,3.2,5.2,6.13,8.47,12.33,0,0.38,0,5
서울여자대학교,,,,,교과우수자,교과,경제학과,,,,,,,,,,0.13,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,경제학과,8,6,2.33,5.17,9,11,13.83,14.86,0,0.13,0,1
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,경제학과,5,7,1.71,3.14,6.29,7.86,9.71,9.89,0,0,0,0
서울여자대학교,,,,,교과우수자,교과,국어국문학과,,,,,,,,,,0,,0
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,국어국문학과,8,7,3.29,8.14,12.71,14.86,16.71,15.76,0,0.88,0,7
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,국어국문학과,7,8,1.5,3,4.75,5.5,7.12,8.82,0,0.43,0,3
서울여자대학교,,자연,0,SW융합인재,SW융합인재,종합,데이터사이언스학과,7,7,1.43,2.57,5,7,10.29,8.33,0,0.14,0,1
서울여자대학교,,,,,교과우수자,교과,데이터사이언스학과,,,,,,,,,,0,,0
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,데이터사이언스학과,9,9,1.56,3.56,5.78,6.89,9.67,8.81,0,0.44,0,4
서울여자대학교,,,,,교과우수자,교과,독일문화콘텐츠전공,,,,,,,,,,0,,0
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,독일문화콘텐츠전공,7,4,3.25,6.25,9.5,12.5,14,12.17,0,0,0,0
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,독일문화콘텐츠전공,4,7,1.57,3.29,6.43,7.43,10,9.29,0,0.75,0,3
서울여자대학교,,자연,0,SW융합인재,SW융합인재,종합,디지털미디어학과,8,8,3,5.75,9.62,11.12,14,11.03,0,0.63,0,5
서울여자대학교,,,,,교과우수자,교과,디지털미디어학과,,,,,,,,,,0,,0
서울여자대학교,,자연,0,바롬인재서류,바롬인재서류,종합,디지털미디어학과,15,15,4.07,6.73,9.87,10.67,12.2,10.63,0,0.07,0,1
서울여자대학교,,,,,교과우수자,교과,메타버스융합콘텐츠전공,,,,,,,,,,0.25,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,메타버스융합콘텐츠전공,4,5,8,12,21,23,27.2,27.2,0,1,0,4
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,메타버스융합콘텐츠전공,4,5,3.2,5.8,11,13.4,16,16,0,0.75,0,3
서울여자대학교,,,,,교과우수자,교과,문헌정보학과,,,,,,,,,,0.2,,1
서울여자대학교,,인문,0,바롬인재면접,바롬인재면접,종합,문헌정보학과,5,4,7.5,14.25,23.25,24,27,23.83,0,0.4,0,2
서울여자대학교,,인문,0,바롬인재서류,바롬인재서류,종합,문헌정보학과,4,5,3,4.4,7.4,8,9.6,12.73,0,0,0,0
서울여자대학교,,,,,교과우수자,교과,바이오헬스융합학과,,,,,,,,,,0.2,,1
서울여자대학교,,자연,0,바롬인재면접,바롬인재면접,종합,바이오헬스융합학과,8,6,10.5,22.67,32,37,43.67,35.83,0,0.63,0,5
